,RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
2595,504,G287.4084-00.6547,Rejected ,0.777,3.608,7.31,16.45,,,,,,,,MSX,,,
2597,579,G287.4105-00.3780,Other ,0.152,1.3719999999999999,3.46,8.88,9.9,9.9,9.8,,,,,MSX,,,
2598,585,G287.4112-00.3639,Rejected ,0.223,1.4709999999999999,3.3,7.76,,,,,,,,MSX,,,
2599,539,G287.4189-00.5696,Rejected ,0.591,4.256,8.72,21.98,,,,,,,,MSX,,,
2600,529,G287.4191-00.5892,Rejected ,1.101,4.045,8.06,19.34,,,,,,,,MSX,,,
2602,515,G287.4207-00.6411,Diffuse HII region ,2.391,7.8839999999999995,11.03,23.73,,,,,,,,MSX,,,
2604,516,G287.4231-00.6455,Rejected ,1.755,8.623,15.47,29.75,,,,,,,,MSX,,,
2605,530,G287.4248-00.5982,Rejected ,0.9009999999999999,4.657,8.5,19.69,,,,,,,,MSX,,,
2606,514,G287.4263-00.6526,Rejected ,1.869,8.232000000000001,14.58,34.55,,,,,,,,MSX,,,
2607,489,G287.4266-00.7241,Rejected ,0.282,1.5490000000000002,4.21,12.11,,,,,,,,MSX,,,
2608,490,G287.4278-00.7205,Rejected ,0.46399999999999997,2.6239999999999997,5.36,15.34,,,,,,,,MSX,,,
2610,541,G287.4288-00.5804,HII region ,4.618,10.418,17.95,42.09,,,,-15.2,2.5,Kin,8025,MSX,8.6,<0.4,
2612,502,G287.4371-00.7128,Rejected ,0.711,4.7410000000000005,5.51,22.79,,,,,,,,MSX,,,
2613,532,G287.4373-00.6129,HII region ,6.287000000000001,23.721999999999998,40.63,63.99,,,,-16.4,2.5,Kin,8684,MSX,8.6,<0.8,
2614,505,G287.4394-00.7107,Rejected ,0.19699999999999998,5.6770000000000005,4.49,4.65,,,,,,,,MSX,,,
2615,608,G287.4416-00.2596,Other ,0.48100000000000004,1.23,2.09,4.41,9.0,9.0,8.9,,,,,MSX,,,
2616,509,G287.4434-00.7072,Rejected ,1.099,5.313,7.87,22.57,,,,,,,,MSX,,,
2618,540,G287.4484-00.6195,Rejected ,1.4909999999999999,5.315,10.96,28.27,,,,,,,,MSX,,,
2619,496,G287.4521-00.7474,HII region ,0.43,1.739,2.24,4.63,12.6,10.8,10.0,,,,,MSX,,,
2621,549,G287.4562-00.5816,Evolved star?,1.054,-0.491,1.45,2.96,8.6,6.9,6.1,,,,,MSX,,,
2622,525,G287.4588-00.6766,Diffuse HII region ,2.0709999999999997,11.597999999999999,23.76,73.16,,,,,,,,MSX,,,
2623,521,G287.4594-00.6966,Rejected ,1.93,10.101,16.86,45.22,,,,,,,,MSX,,,
2625,548,G287.4608-00.5972,Rejected ,0.113,0.705,1.89,5.05,,,,,,,,MSX,,,
2626,536,G287.4641-00.6565,Rejected ,1.893,10.431,19.8,60.55,,,,,,,,MSX,,,
2627,512,G287.4647-00.7285,Rejected ,0.214,1.8719999999999999,1.1,4.33,,,,,,,,MSX,,,
2628,497,G287.4670-00.7749,Rejected?,0.27,1.139,2.67,6.89,,,,,,,,MSX,,,
2629,547,G287.4692-00.6141,Evolved star ,4.387,3.951,5.08,21.98,5.9,4.5,3.6,,,,,MSX,,,
2630,561,G287.4693-00.5286,Rejected ,0.768,2.3,3.37,7.71,,,,,,,,MSX,,,
2631,499,G287.4702-00.7793,Rejected ,0.136,0.8540000000000001,1.29,3.85,,,,,,,,MSX,,,
2632,558,G287.4718-00.5389,Rejected ,1.013,4.766,8.09,17.16,,,,,,,,MSX,,,
2633,498,G287.4719-00.7834,Rejected ,0.28300000000000003,1.3019999999999998,2.97,9.7,,,,,,,,MSX,,,
2634,546,G287.4723-00.6270,Rejected ,0.956,7.492000000000001,18.06,50.19,,,,,,,,MSX,,,
2635,491,G287.4737-00.7994,Rejected ,0.185,0.672,1.54,5.67,,,,,,,,MSX,,,
2636,528,G287.4738-00.6974,Rejected ,1.1540000000000001,7.053,12.96,31.4,,,,,,,,MSX,,,
2638,533,G287.4742-00.6822,Rejected ,0.767,2.292,7.72,9.16,,,,,,,,MSX,,,
2639,575,G287.4748-00.5106,Rejected ,0.259,0.948,2.67,8.52,,,,,,,,MSX,,,
2640,574,G287.4764-00.5161,Rejected ,0.6,2.443,4.3,10.72,,,,,,,,MSX,,,
2643,544,G287.4772-00.6464,Rejected ,0.8270000000000001,3.16,4.79,8.46,,,,,,,,MSX,,,
2646,520,G287.4804-00.7413,Rejected ,0.185,1.765,1.01,4.18,,,,,,,,MSX,,,
2647,587,G287.4813-00.4918,Rejected ,0.23600000000000002,0.82,1.24,2.87,,,,,,,,MSX,,,
2648,526,G287.4857-00.7268,Rejected ,0.317,1.139,2.85,8.99,,,,,,,,MSX,,,
2649,565,G287.4918-00.5627,Rejected ,0.344,1.5590000000000002,4.21,9.04,,,,,,,,MSX,,,
2650,563,G287.4929-00.5691,YSO?,0.711,2.406,4.42,9.76,,,,-14.9,2.5,Kin,3559,MSX,,,
2651,535,G287.4941-00.7184,Rejected ,0.8,3.386,6.42,18.53,,,,,,,,MSX,,,
2652,562,G287.4958-00.5775,Rejected ,1.0390000000000001,3.9219999999999997,9.86,19.37,,,,,,,,MSX,,,
2653,543,G287.4980-00.7074,Rejected ,0.745,3.438,6.6,13.86,,,,,,,,MSX,,,
2654,552,G287.4988-00.6226,Rejected ,0.474,2.605,4.65,15.3,,,,,,,,MSX,,,
2655,596,G287.5028-00.4948,Rejected ,0.266,1.126,1.48,5.87,,,,,,,,MSX,,,
2656,522,G287.5050-00.7761,Rejected ,0.1,-0.573,1.8,4.6,,,,,,,,MSX,,,
2657,569,G287.5076-00.5889,Rejected ,1.02,4.351,13.2,37.13,,,,,,,,MSX,,,
2658,513,G287.5114-00.8137,Other?,0.32899999999999996,1.705,2.64,7.86,,,,,,,,MSX,,,
2659,567,G287.5125-00.6003,Rejected ,0.371,2.467,5.35,8.56,,,,,,,,MSX,,,
2661,577,G287.5154-00.5816,Rejected ,0.8390000000000001,3.858,10.11,25.36,,,,,,,,MSX,,,
2663,582,G287.5204-00.5782,Rejected ,0.49200000000000005,2.149,4.64,8.74,,,,,,,,MSX,,,
2664,493,G287.5216-00.8864,Rejected ,0.133,0.645,0.84,4.81,,,,,,,,MSX,,,
2665,578,G287.5223-00.5905,Rejected ,0.8140000000000001,2.733,8.45,25.34,,,,,,,,MSX,,,
2666,568,G287.5223-00.6167,Rejected ,0.434,2.122,3.78,10.05,,,,,,,,MSX,,,
2667,576,G287.5227-00.5979,Rejected ,0.198,1.145,2.01,4.92,,,,,,,,MSX,,,
2668,609,G287.5233-00.4126,Diffuse HII region??,0.914,1.8619999999999999,1.2,3.63,,,,-15.7,2.5,Kin,803,MSX,8.6,<0.6,
2671,595,G287.5268-00.5480,Rejected ,0.192,1.09,1.2,6.47,,,,,,,,MSX,,,
2674,507,G287.5292-00.8731,Young/old star?,0.136,0.64,1.4,6.64,9.5,8.3,7.9,,,,,MSX,,,
2676,559,G287.5333-00.6510,Rejected ,1.3519999999999999,6.7620000000000005,10.79,23.88,,,,,,,,MSX,,,
2677,553,G287.5334-00.6872,Other?,0.496,1.851,4.84,11.44,,,,,,,,MSX,,,
2680,600,G287.5355-00.4810,Rejected ,0.361,1.557,3.73,12.44,,,,,,,,MSX,,,
2682,572,G287.5386-00.6407,Other ,1.578,6.156000000000001,9.57,29.56,10.5,10.4,10.3,,,,,MSX,,,
2684,524,G287.5443-00.8411,Rejected ,0.136,-0.512,1.37,3.95,,,,,,,,MSX,,,
2685,555,G287.5451-00.6931,Rejected ,0.157,1.357,2.39,4.89,,,,,,,,MSX,,,
2686,564,G287.5467-00.6676,Rejected ,0.272,2.766,4.37,16.49,,,,,,,,MSX,,,
2689,571,G287.5484-00.6626,Rejected ,0.599,3.2439999999999998,6.08,12.87,,,,,,,,MSX,,,
2690,573,G287.5494-00.6574,Rejected ,1.207,6.199,11.18,26.84,,,,,,,,MSX,,,
2692,584,G287.5509-00.6301,Rejected ,3.5189999999999997,34.748000000000005,22.14,23.07,,,,,,,,MSX,,,
2694,611,G287.5520-00.4619,Rejected ,0.14800000000000002,0.691,1.52,4.15,,,,,,,,MSX,,,
2695,556,G287.5605-00.7198,Rejected ,0.175,1.9380000000000002,3.58,6.45,,,,,,,,MSX,,,
2696,613,G287.5607-00.4587,Rejected ,0.146,1.014,1.39,3.76,,,,,,,,MSX,,,
2699,557,G287.5644-00.7259,Other ,0.23399999999999999,0.688,1.08,5.36,8.3,7.8,7.7,,,,,MSX,,,
2700,592,G287.5649-00.6318,Rejected ,14.834000000000001,51.305,32.56,130.54,,,,,,,,MSX,,,
2703,581,G287.5749-00.6820,Rejected ,0.305,-0.81,2.67,20.56,,,,,,,,MSX,,,
2704,590,G287.5757-00.6563,Rejected ,0.7040000000000001,-0.6609999999999999,6.73,24.13,,,,,,,,MSX,,,
2705,597,G287.5773-00.6355,Rejected ,20.763,40.869,32.32,84.2,,,,,,,,MSX,,,
2707,589,G287.5785-00.6690,Rejected ,0.522,4.619,1.14,4.93,,,,,,,,MSX,,,
2709,599,G287.5792-00.5955,Rejected ,0.205,5.042,8.96,13.44,,,,,,,,MSX,,,
2710,591,G287.5817-00.6655,Rejected ,0.8859999999999999,0.9990000000000001,1.06,15.03,,,,,,,,MSX,,,
2715,603,G287.5897-00.5708,Rejected ,2.306,4.715,6.08,28.12,,,,,,,,MSX,,,
2716,580,G287.5903-00.7117,Rejected ,1.252,1.5930000000000002,1.59,4.43,,,,,,,,MSX,,,
2717,550,G287.5906-00.8308,Rejected ,0.14300000000000002,1.315,2.34,7.28,,,,,,,,MSX,,,
2718,588,G287.5944-00.7030,Other??,2.246,-0.573,3.11,16.23,10.3,8.7,8.0,,2.5,,3504,MSX,,,
2719,605,G287.5945-00.5604,Rejected ,1.84,1.867,3.03,26.05,,,,,,,,MSX,,,
2720,604,G287.5957-00.5666,Rejected ,1.8940000000000001,2.041,4.0,26.25,,,,,,,,MSX,,,
2721,594,G287.6026-00.6970,Rejected ,0.21899999999999997,-0.81,2.43,3.42,,,,,,,,MSX,,,
2722,612,G287.6052-00.5460,Rejected ,0.45799999999999996,1.736,3.92,11.98,,,,,,,,MSX,,,
2723,614,G287.6056-00.5374,Rejected ,0.418,2.195,1.59,5.86,,,,,,,,MSX,,,
2724,602,G287.6078-00.6057,Rejected ,0.327,7.167000000000001,1.97,47.36,,,,,,,,MSX,,,
2726,606,G287.6160-00.6009,Rejected ,0.799,3.074,6.03,27.72,,,,,,,,MSX,,,
2734,615,G287.6293-00.5773,Rejected ,0.21899999999999997,-0.6940000000000001,2.5,9.05,,,,,,,,MSX,,,
2736,617,G287.6304-00.5604,Rejected ,0.188,0.6859999999999999,3.21,5.78,,,,,,,,MSX,,,
2737,610,G287.6337-00.6222,Other ,4.4319999999999995,5.314,9.0,18.03,11.2,10.7,10.0,,,,,MSX,,,
2738,607,G287.6341-00.6301,Rejected ,31.575,45.855,104.59,117.09,,,,,,,,MSX,,,
2739,598,G287.6393-00.7219,HII region ,3.486,4.265,3.6,17.84,,,,-27.8,2.5,Kin,3000,MSX,8.6,<0.5,
2743,554,G287.6584-00.9166,Other??,0.81,1.1340000000000001,1.82,3.96,10.8,9.8,8.8,,,,,MSX,,,
2744,523,G287.6602-01.0622,Rejected ,0.237,0.9690000000000001,1.72,5.15,,,,,,,,MSX,,,
2745,527,G287.6648-01.0565,Diffuse HII region??,0.371,1.3659999999999999,3.16,11.34,,,,,,,,MSX,,,
2746,531,G287.6651-01.0491,Rejected ,0.35600000000000004,2.3369999999999997,5.18,18.16,,,,,,,,MSX,,,
2747,534,G287.6743-01.0575,Other ,0.365,0.8490000000000001,1.36,5.06,8.7,8.7,8.7,,,,,MSX,,,
2748,545,G287.6745-01.0096,HII region?,0.74,2.1719999999999997,3.21,8.28,8.7,8.7,8.7,,,,,MSX,,,
2750,647,G287.6761+00.4246,Other ,15.870999999999999,31.337,38.25,37.1,9.4,9.3,9.3,,,,,MSX,,,
2751,586,G287.6790-00.8669,YSO??,0.631,1.268,1.3,2.87,13.8,12.4,11.2,-27.4,2.5,Kin,1410,MSX,8.6,<1.5,
2752,570,G287.6865-00.9246,Diffuse HII region ,0.774,1.815,1.11,3.07,,,,,,,,MSX,,,
2753,593,G287.6871-00.8593,Other??,0.451,1.258,1.7,3.93,10.2,10.0,9.9,,,,,MSX,,,
2754,616,G287.6881-00.6874,Rejected ,0.235,0.779,1.34,2.72,,,,,,,,MSX,,,
2755,619,G287.6983-00.6702,Rejected ,0.11599999999999999,1.226,3.21,8.67,,,,,,,,MSX,,,
2757,618,G287.7032-00.6822,Rejected ,0.191,1.1520000000000001,2.67,7.14,,,,,,,,MSX,,,
2758,625,G287.7169-00.6349,Other ,0.146,1.19,2.69,5.74,12.6,11.4,10.6,,,,,MSX,,,
2759,622,G287.7218-00.6731,Rejected ,0.263,0.902,2.31,4.17,,,,,,,,MSX,,,
2760,628,G287.7242-00.6247,Diffuse HII region ,0.68,1.899,1.84,4.68,,,,,,,,MSX,,,
2761,566,G287.7340-01.0197,HII region ,1.405,3.8560000000000003,5.53,8.19,,,,,,,,MSX,,,
2762,624,G287.7441-00.6869,Rejected ,0.10400000000000001,-0.512,1.9,2.89,,,,-27.3,2.6,Kin,654,MSX,8.6,<0.7,
2763,601,G287.7463-00.8691,Other ,0.28800000000000003,0.93,1.32,3.05,9.6,9.5,9.3,,,,,MSX,,,
2764,631,G287.7468-00.6640,Diffuse HII region ,0.502,1.4380000000000002,1.76,4.98,,,,,,,,MSX,,,
2771,629,G287.7633-00.6988,Rejected ,0.131,0.9790000000000001,1.93,5.62,,,,,,,,MSX,,,
2773,623,G287.7680-00.7458,Rejected ,0.154,0.789,0.98,3.08,,,,,,,,MSX,,,
2774,633,G287.7682-00.6929,Rejected ,0.1,1.01,1.58,3.81,,,,,,,,MSX,,,
2776,636,G287.7743-00.6351,Rejected ,0.369,1.706,3.5,10.4,,,,,,,,MSX,,,
2777,630,G287.7746-00.7193,Rejected ,0.16,1.245,2.33,6.51,,,,,,,,MSX,,,
2778,627,G287.7751-00.7242,Rejected ,0.24100000000000002,0.91,1.35,5.01,,,,,,,,MSX,,,
2780,620,G287.7814-00.8286,Rejected ,0.17300000000000001,0.8059999999999999,1.4,3.35,,,,,,,,MSX,,,
2782,635,G287.7867-00.6598,Rejected ,0.13,1.297,1.2,3.84,,,,,,,,MSX,,,
2783,637,G287.8000-00.6182,Evolved star?,0.691,1.133,1.13,3.46,9.6,7.8,6.9,,,,,MSX,,,
2784,621,G287.8129-00.8499,Diffuse HII region ,1.264,2.136,1.43,3.27,,,,,,,,MSX,,,
2785,626,G287.8134-00.8140,Diffuse HII region ,12.09,18.44,12.78,46.16,,,,,,,,MSX,,,
2786,551,G287.8768-01.3618,YSO ,2.072,3.41,5.48,13.41,17.9,15.0,11.6,13.7,6.1,Kin,18747,MIPS/IGA,4.8,<0.6,
2787,632,G287.8893-00.9316,HII region ,1.838,2.42,2.11,9.6,,,,-21.5,2.6,Kin,646,MSX,4.8,<0.5,
2788,644,G287.9064-00.4770,HII region??,0.35600000000000004,0.9690000000000001,1.99,5.53,10.2,10.1,10.0,,,,,MSX,,,
2789,638,G287.9475-00.8846,Rejected ,0.209,-0.573,1.17,3.44,,,,,,,,MSX,,,
2793,639,G287.9816-00.8724,Other ,0.49,1.8630000000000002,3.94,7.45,8.9,8.9,8.8,,,,,MSX,8.6,<1.7,
2794,643,G288.0003-00.8246,Diffuse HII region ,0.21899999999999997,0.764,1.01,3.74,,,,,,,,MSX,,,
2796,640,G288.0013-00.8588,Rejected ,0.295,1.45,1.23,3.82,,,,,,,,MSX,,,
2798,642,G288.0033-00.8369,Diffuse HII region ,0.7120000000000001,1.3430000000000002,0.94,3.47,,,,,,,,MSX,,,
2799,641,G288.0050-00.8449,Rejected ,0.368,1.246,1.34,5.02,,,,,,,,MSX,,,
2800,646,G288.1760-00.8351,YSO ,0.7659999999999999,1.089,1.48,4.69,14.6,13.5,12.2,3.7,5.1,Kin,1529,MSX,8.6,<0.9,
2803,649,G288.8524-00.1088,Diffuse HII region ,0.18600000000000003,0.9390000000000001,1.26,3.06,,,,,,,,MSX,,,
2804,659,G288.9606+00.2645,YSO ,0.72,1.227,2.49,4.39,17.1,15.7,14.3,7.5,5.8,Kin,5984,MSX,8.6,<0.5,
2805,660,G288.9865+00.2533,YSO?,1.0270000000000001,1.307,1.71,13.4,12.8,11.8,11.1,6.5,5.7,Kin,958,MIPS/IGA,8.6,<0.6,
2806,651,G289.0431-00.3417,Rejected ,0.16,-0.5379999999999999,1.36,3.18,,,,,,,,MSX,,,
2807,648,G289.0436-00.5305,Young/old star ,1.369,1.749,2.03,3.28,13.6,10.4,8.3,,,,,MSX,,,
2812,653,G289.0655-00.3552,Diffuse HII region ,0.655,2.112,3.0,6.49,,,,,,,,MSX,,,
2813,654,G289.0678-00.3476,Rejected ,2.002,3.572,2.23,4.73,,,,,,,,MSX,,,
2814,652,G289.0823-00.4107,HII region ,2.386,3.628,3.35,20.1,,,,,,,,MSX,8.6,14.5,
2815,656,G289.1447-00.3454,YSO?,0.813,1.278,0.95,5.01,13.9,12.8,11.6,26.3,7.6,Kin,3617,MSX,8.6,<0.7,
2816,650,G289.1823-00.6955,Other ,5.566,8.225,9.24,53.75,5.4,5.1,4.5,,,,,MSX,,,
2817,658,G289.1900-00.2925,Diffuse HII region ,0.418,1.181,1.28,3.91,,,,,,,,MSX,,,
2818,668,G289.4993+00.1231,Diffuse HII region ,0.8270000000000001,1.489,1.22,4.38,,,,,,,,MSX,,,
2819,669,G289.5051+00.1161,Rejected ,0.879,2.863,1.68,5.63,,,,,,,,MSX,,,
2820,663,G289.5787-00.6388,HII region ,1.5330000000000001,2.555,1.65,5.7,,,,13.4,6.5,Kin,3361,MSX,,,
2821,662,G289.7696-01.2203,Evolved star?,0.42100000000000004,1.32,2.99,7.2,13.9,14.8,14.4,,,,,MSX,8.6,<2.1,
2822,661,G289.7706-01.2332,Evolved star?,1.064,1.72,1.74,4.64,13.7,12.0,10.1,,,,,MSX,8.6,<2.2,
2823,664,G289.8794-00.7979,HII region ,13.58,32.561,38.95,179.55,13.8,12.1,10.5,19.1,7.1,Kin,148557,MIPS/IGA,4.8,427,
2824,665,G289.8953-00.8074,Rejected ,0.301,1.018,1.05,4.32,,,,,,,,MSX,,,
2825,666,G289.8985-00.7986,Rejected ,0.6759999999999999,1.423,0.99,2.94,,,,,,,,MSX,,,
2831,671,G290.2292-00.8311,HII region?,0.8809999999999999,1.829,2.47,6.65,14.1,12.9,12.0,,,,,MSX,4.8,3.1,
2833,694,G290.3745+01.6615,YSO ,0.79,2.818,10.02,51.2,12.2,10.0,8.6,-18.7,2.9,Kin,15078,MSX,,,
2836,673,G290.4750-00.3677,YSO?,2.873,5.0089999999999995,6.73,7.76,15.9,12.8,10.0,18.8,7.2,Kin,5567,MSX,8.6,<0.6,
2837,672,G290.5064-00.8559,HII region?,1.192,1.645,1.11,3.3,,,,21.0,7.4,Kin,3471,MSX,8.6,<0.4,
2839,675,G290.6874-00.3083,Other ,3.969,13.039000000000001,26.83,141.9,8.0,7.2,6.8,,,,,MSX,,,
2840,674,G290.8768-01.2170,HII region ,1.801,2.417,2.1,14.98,14.0,12.6,12.0,15.7,7,Kin,14039,MIPS/IGA,8.6,4.1,
2842,676,G291.0670-00.7941,HII region ,4.784,6.044,4.62,20.94,,,,19.7,7.5,Kin,132595,MIPS/IGA,8.6,7.5,
2843,696,G291.1881-00.2729,HII region?,0.898,3.2739999999999996,6.51,16.09,15.1,14.6,13.8,,,,,MSX,,,
2844,697,G291.1992-00.2942,Diffuse HII region ,1.254,3.625,4.86,11.03,,,,,,,,MSX,,,
2845,678,G291.2195-00.7271,Diffuse HII region ,0.934,1.6059999999999999,2.57,12.72,,,,-24.0,3,Kin,4060,MSX,,,
2846,680,G291.2414-00.7159,HII region ,1.55,2.1430000000000002,1.95,12.66,13.6,12.0,11.1,-24.6,1,Spe,420,MSX,8.6,<56.7,
2847,679,G291.2562-00.7762,Diffuse HII region ,1.626,6.053,10.55,40.54,,,,-24.1,3,Kin,10942,MSX,4.8,<25.5,
2848,681,G291.2725-00.7198,Diffuse HII region ,64.824,265.52,523.81,2589.8,,,,-24.2,3,Kin,324525,MSX,8.6,<24.5,
2849,683,G291.2731-00.7101,Diffuse HII region ,108.4,421.63,837.44,4449.6,,,,-22.8,3,Kin,1429677,MSX,,,
2850,682,G291.2927-00.7648,Diffuse HII region ,1.25,1.629,1.26,4.52,,,,-25.6,3,Kin,1452,MSX,8.6,<49.1,
2851,677,G291.2944-01.0964,Evolved star ,3.634,6.291,7.16,7.13,16.0,15.4,13.8,-16.3,3,Kin,2291,MSX,4.8,<0.7,
2852,685,G291.2945-00.7359,Rejected ,1.585,3.21,2.62,12.97,,,,,,,,MSX,,,
2853,691,G291.2977-00.6740,Rejected ,1.3630000000000002,3.556,3.92,10.42,,,,,,,,MSX,,,
2854,693,G291.2979-00.6488,Rejected ,0.769,1.7,1.14,4.44,,,,,,,,MSX,,,
2856,684,G291.2979-00.7632,Diffuse HII region ,0.41,2.0540000000000003,5.27,16.48,,,,-25.1,3,Kin,5295,MSX,,,
2857,686,G291.2994-00.7333,Rejected ,2.5980000000000003,6.2860000000000005,7.88,27.3,,,,,,,,MSX,,,
2858,687,G291.3004-00.7123,Rejected ,1.306,4.513999999999999,4.23,28.36,,,,,,,,MSX,,,
2859,690,G291.3079-00.7103,Rejected ,3.9539999999999997,3.85,4.38,21.71,,,,,,,,MSX,,,
2860,688,G291.3171-00.7398,Rejected ,0.94,2.228,1.82,4.46,,,,,,,,MSX,,,
2861,689,G291.3213-00.7465,Rejected ,0.48200000000000004,1.6380000000000001,1.23,3.73,,,,,,,,MSX,,,
2862,695,G291.3605-00.7292,Diffuse HII region ,0.643,1.776,1.03,3.69,,,,,,,,MSX,,,
2863,692,G291.3864-00.8728,Young/old star ,1.115,2.295,3.76,4.09,17.3,15.6,12.5,66.0,11.6,Kin,8206,MSX,8.6,<1.5,
2864,699,G291.5396-00.5464,Rejected ,0.27,1.2229999999999999,1.14,2.75,,,,,,,,MSX,,,
2865,717,G291.5596-00.4146,Diffuse HII region ,1.84,3.8689999999999998,3.24,11.43,,,,10.9,6.8,Kin,18148,MSX,,,
2866,700,G291.5614-00.5915,Other ,21.147,38.577,53.86,192.66,7.2,6.2,5.6,,,,,MSX,,,
2867,702,G291.5633-00.5702,Rejected ,0.7040000000000001,2.4459999999999997,2.75,9.01,,,,,,,,MSX,,,
2868,698,G291.5646-00.6211,Rejected ,0.457,1.419,2.27,5.49,,,,,,,,MSX,,,
2869,705,G291.5656-00.5349,Rejected ,1.171,2.7319999999999998,3.42,9.94,,,,,,,,MSX,,,
2870,707,G291.5718-00.5437,Rejected ,1.5530000000000002,6.45,9.15,32.41,,,,,,,,MSX,,,
2871,757,G291.5725+00.6202,Evolved star?,1.0390000000000001,1.567,2.32,6.84,9.6,8.1,7.2,,,,,MSX,,,
2872,722,G291.5765-00.4310,HII region ,1.771,3.575,3.36,20.84,,,,13.4,7,Kin,160297,MSX,8.6,<4.4,
2873,716,G291.5785-00.4648,HII region ,8.016,14.573,18.17,72.88,13.3,12.1,10.7,12.7,7,Kin,48000,MSX,8.6,0.2,
2874,711,G291.5804-00.5373,Rejected ,1.6769999999999998,9.023,15.04,43.85,,,,,,,,MSX,,,
2875,713,G291.5861-00.5086,Rejected ,4.907,30.859,40.18,88.28,,,,,,,,MSX,,,
2876,714,G291.5874-00.5051,Rejected ,9.262,35.422,81.15,169.54,,,,,,,,MSX,,,
2877,706,G291.5910-00.5984,Other ,1.204,3.594,5.25,9.74,,,,,,,,MSX,,,
2879,701,G291.5924-00.6488,Rejected ,0.693,1.008,1.14,4.59,,,,,,,,MSX,,,
2881,709,G291.5950-00.5895,Rejected ,0.23600000000000002,-0.601,1.53,6.33,,,,,,,,MSX,,,
2882,703,G291.5954-00.6414,Rejected ,0.287,0.8270000000000001,1.3,3.97,,,,,,,,MSX,,,
2883,719,G291.5955-00.4963,Other ,14.947000000000001,67.918,112.19,221.23,,,,,,,,MSX,,,
2884,712,G291.5956-00.5598,Rejected ,6.42,24.803,43.04,107.0,,,,,,,,MSX,,,
2886,710,G291.6045-00.6027,Rejected ,0.455,1.2109999999999999,1.59,5.23,,,,,,,,MSX,,,
2887,728,G291.6054-00.4668,Rejected ,0.981,11.690999999999999,25.21,30.35,,,,,,,,MSX,,,
2888,704,G291.6094-00.6652,Rejected ,0.318,0.914,1.12,3.41,,,,,,,,MSX,,,
2889,720,G291.6105-00.5300,HII region ,59.019,173.07,387.15,1435.9,,,,12.2,6.9,Kin,526270,MSX,,,
2890,730,G291.6110-00.4766,Rejected ,4.981,24.628,45.39,75.26,,,,,,,,MSX,,,
2892,715,G291.6172-00.5775,Rejected ,0.679,3.3569999999999998,6.93,19.44,,,,,,,,MSX,,,
2893,731,G291.6179-00.4905,Rejected ,0.9790000000000001,3.353,3.64,10.13,,,,,,,,MSX,,,
2894,708,G291.6181-00.6573,Rejected ,0.764,1.4,1.33,3.62,,,,,,,,MSX,,,
2895,734,G291.6212-00.4382,Other ,3.0839999999999996,6.12,4.32,14.88,,,,,,,,MSX,,,
2896,736,G291.6250-00.4380,Rejected ,0.307,3.252,6.67,15.24,,,,,,,,MSX,,,
2897,727,G291.6272-00.5364,HII region ,52.044,156.03,339.71,1117.2,,,,12.9,7,Kin,1880005,MSX,,,
2898,723,G291.6274-00.5615,Rejected ,6.495,13.519,17.57,59.06,,,,,,,,MSX,,,
2899,718,G291.6302-00.5916,Rejected ,1.359,2.083,1.74,3.32,,,,,,,,MSX,,,
2900,739,G291.6303-00.4334,Rejected ,1.9880000000000002,5.092,6.34,20.3,,,,,,,,MSX,,,
2901,724,G291.6337-00.5749,Rejected ,1.05,4.593,9.38,26.24,,,,,,,,MSX,,,
2902,744,G291.6386-00.4086,Rejected ,0.096,2.6180000000000003,1.4,4.9,,,,,,,,MSX,,,
2903,740,G291.6392-00.4533,Rejected ,0.252,3.745,8.92,21.55,,,,,,,,MSX,,,
2904,721,G291.6402-00.6049,Rejected ,0.529,2.785,5.43,13.83,,,,,,,,MSX,,,
2906,741,G291.6455-00.4646,Rejected ,3.1289999999999996,11.674000000000001,18.28,45.24,,,,,,,,MSX,,,
2907,729,G291.6457-00.5681,Rejected ,2.309,3.9989999999999997,2.34,9.67,,,,,,,,MSX,,,
2908,725,G291.6488-00.6104,Rejected ,1.264,2.998,1.84,6.32,,,,,,,,MSX,,,
2909,726,G291.6504-00.6007,Diffuse HII region?,0.433,2.425,3.73,12.05,,,,,,,,MSX,,,
2910,735,G291.6516-00.5149,Rejected ,3.575,16.852999999999998,30.63,74.06,,,,,,,,MSX,,,
2911,751,G291.6610-00.3923,Rejected ,0.5529999999999999,2.147,2.67,9.52,,,,,,,,MSX,,,
2912,753,G291.6640-00.3855,Rejected ,0.637,1.048,1.3,4.38,,,,,,,,MSX,,,
2913,738,G291.6640-00.5297,Rejected ,1.7690000000000001,6.149,10.46,13.21,,,,,,,,MSX,,,
2914,743,G291.6652-00.5002,Rejected ,2.5980000000000003,13.697000000000001,26.56,57.37,,,,,,,,MSX,,,
2915,747,G291.6657-00.4413,Rejected ,0.7090000000000001,3.0789999999999997,6.21,15.7,,,,,,,,MSX,,,
2916,732,G291.6676-00.5868,Rejected ,1.454,2.478,2.76,8.03,,,,,,,,MSX,,,
2917,742,G291.6699-00.5244,Rejected ,1.625,4.716,6.52,7.55,,,,,,,,MSX,,,
